Model_ID,Total_Extracted,Expected_K,U_Parameters,Q_Parameters,x0_Parameters,C_Parameters,Expected_C,Other_Parameters,Total_K_Match,C_Count_Match
M0_Null,42,42,14,14,14,0,0,0,TRUE,TRUE
