gdb_number,gdb_name,gdb_path,audit_status,audit_error,name,geomtype,driver,features,fields,crs
2,Impervious_Delivery_8_20_Marin.gdb,F:/CRLF_MARSS/data/spatial/Impervious_Delivery_8_20_Marin.gdb/Impervious_Delivery_8_20_Marin.gdb,success,NA,Marin_Impervious_2018_8_20_v11f,,OpenFileGDB,228752,3,
