Model_ID,Model_Family,Fit_Status,Final_Method,Final_Convergence,Final_Iterations,N_Sites,N_Years,Total_Site_Years,Observed_Site_Years,Missing_Site_Years,Observation_Fraction,K,N_Free_C,LogLik,AIC,AICc,Residuals_Available,Run_ID,Residual_Error
P1_Early_Current,Contemporary climate,CONVERGED,KEM,0,112,14,29,406,273,133,0.6724137931034483,56,14,-427.32585114573453,966.6517022914692,996.2072578470246,TRUE,20260810_153641_P1_Early_Current,NA
